"Formula";"TP";"TN";"FP";"FN";"Accuracy";"Sensitivity";"Specificity"
"neuralNet: target ~ cp2+ca0+thal1+thal2";47;32;9;14;0.774509803921569;0.780487804878049;0.770491803278688
"neuralNet: target ~ cp2+ca0+thal1+thal2";46;41;6;9;0.852941176470588;0.872340425531915;0.836363636363636
"neuralNet: target ~ cp2+ca0+thal1+thal2";35;48;7;12;0.813725490196078;0.872727272727273;0.74468085106383
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;39;2;16;0.823529411764706;0.951219512195122;0.737704918032787
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;43;6;9;0.852941176470588;0.877551020408163;0.830188679245283
"neuralNet: target ~ cp2+ca0+thal1+thal2";41;38;7;16;0.774509803921569;0.844444444444444;0.719298245614035
"neuralNet: target ~ cp2+ca0+thal1+thal2";42;45;5;10;0.852941176470588;0.9;0.807692307692308
"neuralNet: target ~ cp2+ca0+thal1+thal2";43;39;6;14;0.803921568627451;0.866666666666667;0.754385964912281
"neuralNet: target ~ cp2+ca0+thal1+thal2";51;38;3;10;0.872549019607843;0.926829268292683;0.836065573770492
"neuralNet: target ~ cp2+ca0+thal1+thal2";51;36;3;12;0.852941176470588;0.923076923076923;0.80952380952381
"neuralNet: target ~ cp2+ca0+thal1+thal2";38;44;8;12;0.803921568627451;0.846153846153846;0.76
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;47;6;12;0.823529411764706;0.886792452830189;0.755102040816326
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;42;5;11;0.843137254901961;0.893617021276596;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;38;9;11;0.803921568627451;0.808510638297872;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;47;7;11;0.823529411764706;0.87037037037037;0.770833333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";43;40;5;14;0.813725490196078;0.888888888888889;0.754385964912281
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;35;7;12;0.813725490196078;0.833333333333333;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";47;37;6;12;0.823529411764706;0.86046511627907;0.796610169491525
"neuralNet: target ~ cp2+ca0+thal1+thal2";50;35;3;14;0.833333333333333;0.921052631578947;0.78125
"neuralNet: target ~ cp2+ca0+thal1+thal2";46;38;5;13;0.823529411764706;0.883720930232558;0.779661016949153
"neuralNet: target ~ cp2+ca0+thal1+thal2";42;41;6;13;0.813725490196078;0.872340425531915;0.763636363636364
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;40;11;6;0.833333333333333;0.784313725490196;0.882352941176471
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;37;5;12;0.833333333333333;0.880952380952381;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";52;33;5;12;0.833333333333333;0.868421052631579;0.8125
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;37;5;16;0.794117647058823;0.880952380952381;0.733333333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;39;8;11;0.813725490196078;0.829787234042553;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;39;6;9;0.852941176470588;0.866666666666667;0.842105263157895
"neuralNet: target ~ cp2+ca0+thal1+thal2";42;45;6;9;0.852941176470588;0.882352941176471;0.823529411764706
"neuralNet: target ~ cp2+ca0+thal1+thal2";43;41;6;12;0.823529411764706;0.872340425531915;0.781818181818182
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;40;3;15;0.823529411764706;0.930232558139535;0.745762711864407
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;40;6;11;0.833333333333333;0.869565217391304;0.803571428571429
"neuralNet: target ~ cp2+ca0+thal1+thal2";38;44;7;13;0.803921568627451;0.862745098039216;0.745098039215686
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;40;5;13;0.823529411764706;0.888888888888889;0.771929824561403
"neuralNet: target ~ cp2+ca0+thal1+thal2";38;41;7;16;0.774509803921569;0.854166666666667;0.703703703703704
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;47;7;11;0.823529411764706;0.87037037037037;0.770833333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;39;8;11;0.813725490196078;0.829787234042553;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;42;6;9;0.852941176470588;0.875;0.833333333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";40;49;4;9;0.872549019607843;0.924528301886792;0.816326530612245
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;47;7;11;0.823529411764706;0.87037037037037;0.770833333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;35;8;11;0.813725490196078;0.813953488372093;0.813559322033898
"neuralNet: target ~ cp2+ca0+thal1+thal2";49;35;8;10;0.823529411764706;0.813953488372093;0.830508474576271
"neuralNet: target ~ cp2+ca0+thal1+thal2";46;41;6;9;0.852941176470588;0.872340425531915;0.836363636363636
"neuralNet: target ~ cp2+ca0+thal1+thal2";43;36;9;14;0.774509803921569;0.8;0.754385964912281
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;41;7;9;0.843137254901961;0.854166666666667;0.833333333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;40;7;10;0.833333333333333;0.851063829787234;0.818181818181818
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;40;6;12;0.823529411764706;0.869565217391304;0.785714285714286
"neuralNet: target ~ cp2+ca0+thal1+thal2";50;34;8;10;0.823529411764706;0.80952380952381;0.833333333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;35;7;12;0.813725490196078;0.833333333333333;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";52;38;4;8;0.882352941176471;0.904761904761905;0.866666666666667
"neuralNet: target ~ cp2+ca0+thal1+thal2";48;36;8;10;0.823529411764706;0.818181818181818;0.827586206896552
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;39;4;14;0.823529411764706;0.906976744186046;0.76271186440678
"neuralNet: target ~ cp2+ca0+thal1+thal2";40;40;7;15;0.784313725490196;0.851063829787234;0.727272727272727
"neuralNet: target ~ cp2+ca0+thal1+thal2";46;36;4;16;0.803921568627451;0.9;0.741935483870968
"neuralNet: target ~ cp2+ca0+thal1+thal2";54;34;5;9;0.862745098039216;0.871794871794872;0.857142857142857
"neuralNet: target ~ cp2+ca0+thal1+thal2";42;42;6;12;0.823529411764706;0.875;0.777777777777778
"neuralNet: target ~ cp2+ca0+thal1+thal2";41;42;9;10;0.813725490196078;0.823529411764706;0.803921568627451
"neuralNet: target ~ cp2+ca0+thal1+thal2";45;43;5;9;0.862745098039216;0.895833333333333;0.833333333333333
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;41;6;11;0.833333333333333;0.872340425531915;0.8
"neuralNet: target ~ cp2+ca0+thal1+thal2";44;48;5;5;0.901960784313726;0.905660377358491;0.897959183673469
"neuralNet: target ~ cp2+ca0+thal1+thal2";41;45;9;7;0.843137254901961;0.833333333333333;0.854166666666667
"neuralNet: target ~ cp2+ca0+thal1+thal2";42;43;7;10;0.833333333333333;0.86;0.807692307692308
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;41;7;17;0.764705882352941;0.854166666666667;0.685185185185185
"neuralNet: target ~ cp2+ca0+thal1+thal2";39;43;7;13;0.803921568627451;0.86;0.75
"neuralNet: target ~ cp2+ca0+thal1+thal2";46;36;9;11;0.803921568627451;0.8;0.807017543859649
"neuralNet: target ~ cp2+ca0+thal1+thal2";37;44;6;15;0.794117647058823;0.88;0.711538461538462
"neuralNet: target ~ cp2+ca0+thal1+thal2";39;45;4;14;0.823529411764706;0.918367346938776;0.735849056603774
"neuralNet: target ~ cp0+ca1+thal2";52;34;11;5;0.843137254901961;0.755555555555556;0.912280701754386
"neuralNet: target ~ cp0+ca1+thal2";48;36;15;3;0.823529411764706;0.705882352941177;0.941176470588235
"neuralNet: target ~ cp0+ca1+thal2";46;33;16;7;0.774509803921569;0.673469387755102;0.867924528301887
"neuralNet: target ~ cp0+ca1+thal2";50;34;12;6;0.823529411764706;0.739130434782609;0.892857142857143
"neuralNet: target ~ cp0+ca1+thal2";49;36;16;1;0.833333333333333;0.692307692307692;0.98
"neuralNet: target ~ cp0+ca1+thal2";48;32;17;5;0.784313725490196;0.653061224489796;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";44;40;15;3;0.823529411764706;0.727272727272727;0.936170212765957
"neuralNet: target ~ cp0+ca1+thal2";56;32;11;3;0.862745098039216;0.744186046511628;0.949152542372881
"neuralNet: target ~ cp0+ca1+thal2";50;34;14;4;0.823529411764706;0.708333333333333;0.925925925925926
"neuralNet: target ~ cp0+ca1+thal2";48;36;12;6;0.823529411764706;0.75;0.888888888888889
"neuralNet: target ~ cp0+ca1+thal2";57;28;11;6;0.833333333333333;0.717948717948718;0.904761904761905
"neuralNet: target ~ cp0+ca1+thal2";49;34;12;7;0.813725490196078;0.739130434782609;0.875
"neuralNet: target ~ cp0+ca1+thal2";57;31;11;3;0.862745098039216;0.738095238095238;0.95
"neuralNet: target ~ cp0+ca1+thal2";40;27;17;18;0.656862745098039;0.613636363636364;0.689655172413793
"neuralNet: target ~ cp0+ca1+thal2";53;33;13;3;0.843137254901961;0.717391304347826;0.946428571428571
"neuralNet: target ~ cp0+ca1+thal2";56;28;13;5;0.823529411764706;0.682926829268293;0.918032786885246
"neuralNet: target ~ cp0+ca1+thal2";53;33;12;4;0.843137254901961;0.733333333333333;0.929824561403509
"neuralNet: target ~ cp0+ca1+thal2";49;34;12;7;0.813725490196078;0.739130434782609;0.875
"neuralNet: target ~ cp0+ca1+thal2";52;32;14;4;0.823529411764706;0.695652173913043;0.928571428571429
"neuralNet: target ~ cp0+ca1+thal2";45;36;16;5;0.794117647058823;0.692307692307692;0.9
"neuralNet: target ~ cp0+ca1+thal2";55;30;12;5;0.833333333333333;0.714285714285714;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";50;30;16;6;0.784313725490196;0.652173913043478;0.892857142857143
"neuralNet: target ~ cp0+ca1+thal2";53;33;11;5;0.843137254901961;0.75;0.913793103448276
"neuralNet: target ~ cp0+ca1+thal2";48;38;11;5;0.843137254901961;0.775510204081633;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";48;34;13;7;0.803921568627451;0.723404255319149;0.872727272727273
"neuralNet: target ~ cp0+ca1+thal2";48;30;20;4;0.764705882352941;0.6;0.923076923076923
"neuralNet: target ~ cp0+ca1+thal2";43;37;19;3;0.784313725490196;0.660714285714286;0.934782608695652
"neuralNet: target ~ cp0+ca1+thal2";49;37;10;6;0.843137254901961;0.787234042553192;0.890909090909091
"neuralNet: target ~ cp0+ca1+thal2";55;33;9;5;0.862745098039216;0.785714285714286;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";50;34;12;6;0.823529411764706;0.739130434782609;0.892857142857143
"neuralNet: target ~ cp0+ca1+thal2";50;31;15;6;0.794117647058823;0.673913043478261;0.892857142857143
"neuralNet: target ~ cp0+ca1+thal2";45;33;18;6;0.764705882352941;0.647058823529412;0.882352941176471
"neuralNet: target ~ cp0+ca1+thal2";52;33;9;8;0.833333333333333;0.785714285714286;0.866666666666667
"neuralNet: target ~ cp0+ca1+thal2";48;32;17;5;0.784313725490196;0.653061224489796;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";56;30;10;6;0.843137254901961;0.75;0.903225806451613
"neuralNet: target ~ cp0+ca1+thal2";55;30;13;4;0.833333333333333;0.697674418604651;0.932203389830508
"neuralNet: target ~ cp0+ca1+thal2";51;37;12;2;0.862745098039216;0.755102040816326;0.962264150943396
"neuralNet: target ~ cp0+ca1+thal2";52;34;12;4;0.843137254901961;0.739130434782609;0.928571428571429
"neuralNet: target ~ cp0+ca1+thal2";56;28;12;6;0.823529411764706;0.7;0.903225806451613
"neuralNet: target ~ cp0+ca1+thal2";56;34;8;4;0.882352941176471;0.80952380952381;0.933333333333333
"neuralNet: target ~ cp0+ca1+thal2";51;36;11;4;0.852941176470588;0.765957446808511;0.927272727272727
"neuralNet: target ~ cp0+ca1+thal2";47;37;13;5;0.823529411764706;0.74;0.903846153846154
"neuralNet: target ~ cp0+ca1+thal2";51;36;11;4;0.852941176470588;0.765957446808511;0.927272727272727
"neuralNet: target ~ cp0+ca1+thal2";48;39;11;4;0.852941176470588;0.78;0.923076923076923
"neuralNet: target ~ cp0+ca1+thal2";53;28;14;7;0.794117647058823;0.666666666666667;0.883333333333333
"neuralNet: target ~ cp0+ca1+thal2";47;41;11;3;0.862745098039216;0.788461538461538;0.94
"neuralNet: target ~ cp0+ca1+thal2";47;38;13;4;0.833333333333333;0.745098039215686;0.92156862745098
"neuralNet: target ~ cp0+ca1+thal2";46;41;10;5;0.852941176470588;0.803921568627451;0.901960784313726
"neuralNet: target ~ cp0+ca1+thal2";47;28;22;5;0.735294117647059;0.56;0.903846153846154
"neuralNet: target ~ cp0+ca1+thal2";55;31;10;6;0.843137254901961;0.75609756097561;0.901639344262295
"neuralNet: target ~ cp0+ca1+thal2";49;34;12;7;0.813725490196078;0.739130434782609;0.875
"neuralNet: target ~ cp0+ca1+thal2";49;37;10;6;0.843137254901961;0.787234042553192;0.890909090909091
"neuralNet: target ~ cp0+ca1+thal2";41;42;14;5;0.813725490196078;0.75;0.891304347826087
"neuralNet: target ~ cp0+ca1+thal2";58;29;11;4;0.852941176470588;0.725;0.935483870967742
"neuralNet: target ~ cp0+ca1+thal2";56;33;10;3;0.872549019607843;0.767441860465116;0.949152542372881
"neuralNet: target ~ cp0+ca1+thal2";43;37;18;4;0.784313725490196;0.672727272727273;0.914893617021277
"neuralNet: target ~ cp0+ca1+thal2";54;31;13;4;0.833333333333333;0.704545454545455;0.931034482758621
"neuralNet: target ~ cp0+ca1+thal2";52;29;14;7;0.794117647058823;0.674418604651163;0.88135593220339
"neuralNet: target ~ cp0+ca1+thal2";54;34;10;4;0.862745098039216;0.772727272727273;0.931034482758621
"neuralNet: target ~ cp0+ca1+thal2";54;31;13;4;0.833333333333333;0.704545454545455;0.931034482758621
"neuralNet: target ~ cp0+ca1+thal2";52;33;14;3;0.833333333333333;0.702127659574468;0.945454545454545
"neuralNet: target ~ cp0+ca1+thal2";49;29;17;7;0.764705882352941;0.630434782608696;0.875
"neuralNet: target ~ cp0+ca1+thal2";52;31;16;3;0.813725490196078;0.659574468085106;0.945454545454545
"neuralNet: target ~ cp0+ca1+thal2";51;37;10;4;0.862745098039216;0.787234042553192;0.927272727272727
"neuralNet: target ~ cp0+ca1+thal2";53;33;11;5;0.843137254901961;0.75;0.913793103448276
"neuralNet: target ~ cp0+ca1+thal2";44;39;15;4;0.813725490196078;0.722222222222222;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";46;41;12;3;0.852941176470588;0.773584905660377;0.938775510204082
"neuralNet: target ~ cp0+ca1+thal2";50;34;14;4;0.823529411764706;0.708333333333333;0.925925925925926
"neuralNet: target ~ cp0+ca1+thal2";46;38;13;5;0.823529411764706;0.745098039215686;0.901960784313726
"neuralNet: target ~ cp0+ca1+thal2";47;33;19;3;0.784313725490196;0.634615384615385;0.94
"neuralNet: target ~ cp0+ca1+thal2";52;31;14;5;0.813725490196078;0.688888888888889;0.912280701754386
"neuralNet: target ~ cp0+ca1+thal2";51;34;14;3;0.833333333333333;0.708333333333333;0.944444444444444
"neuralNet: target ~ cp0+ca1+thal2";53;31;12;6;0.823529411764706;0.720930232558139;0.898305084745763
"neuralNet: target ~ cp0+ca1+thal2";55;28;14;5;0.813725490196078;0.666666666666667;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";52;33;12;5;0.833333333333333;0.733333333333333;0.912280701754386
"neuralNet: target ~ cp0+ca1+thal2";48;34;15;5;0.803921568627451;0.693877551020408;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";49;34;13;6;0.813725490196078;0.723404255319149;0.890909090909091
"neuralNet: target ~ cp0+ca1+thal2";50;34;13;5;0.823529411764706;0.723404255319149;0.909090909090909
"neuralNet: target ~ cp0+ca1+thal2";51;32;14;5;0.813725490196078;0.695652173913043;0.910714285714286
"neuralNet: target ~ cp0+ca1+thal2";46;35;15;6;0.794117647058823;0.7;0.884615384615385
"neuralNet: target ~ cp0+ca1+thal2";48;42;10;2;0.882352941176471;0.807692307692308;0.96
"neuralNet: target ~ cp0+ca1+thal2";55;30;13;4;0.833333333333333;0.697674418604651;0.932203389830508
"neuralNet: target ~ cp0+ca1+thal2";51;33;17;1;0.823529411764706;0.66;0.980769230769231
"neuralNet: target ~ cp0+ca1+thal2";49;36;14;3;0.833333333333333;0.72;0.942307692307692
"neuralNet: target ~ cp0+ca1+thal2";49;31;18;4;0.784313725490196;0.63265306122449;0.924528301886792
"neuralNet: target ~ cp0+ca1+thal2";55;32;8;7;0.852941176470588;0.8;0.887096774193548
"neuralNet: target ~ cp0+ca1+thal2";57;30;12;3;0.852941176470588;0.714285714285714;0.95
"neuralNet: target ~ cp0+ca1+thal2";56;23;17;6;0.774509803921569;0.575;0.903225806451613
"neuralNet: target ~ cp0+ca1+thal2";55;32;12;3;0.852941176470588;0.727272727272727;0.948275862068966
"neuralNet: target ~ cp0+ca1+thal2";46;37;15;4;0.813725490196078;0.711538461538462;0.92
"neuralNet: target ~ cp0+ca1+thal2";55;29;13;5;0.823529411764706;0.69047619047619;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";56;28;12;6;0.823529411764706;0.7;0.903225806451613
"neuralNet: target ~ cp0+ca1+thal2";50;30;16;6;0.784313725490196;0.652173913043478;0.892857142857143
"neuralNet: target ~ cp0+ca1+thal2";54;27;19;2;0.794117647058823;0.58695652173913;0.964285714285714
"neuralNet: target ~ cp0+ca1+thal2";47;37;14;4;0.823529411764706;0.725490196078431;0.92156862745098
"neuralNet: target ~ cp0+ca1+thal2";49;36;11;6;0.833333333333333;0.765957446808511;0.890909090909091
"neuralNet: target ~ cp0+ca1+thal2";46;34;16;6;0.784313725490196;0.68;0.884615384615385
"neuralNet: target ~ cp0+ca1+thal2";44;41;11;6;0.833333333333333;0.788461538461538;0.88
"neuralNet: target ~ cp0+ca1+thal2";46;40;15;1;0.843137254901961;0.727272727272727;0.978723404255319
"neuralNet: target ~ cp0+ca1+thal2";50;33;12;7;0.813725490196078;0.733333333333333;0.87719298245614
"randomForest: target ~ cp2+ca0+thal1+thal2";47;37;5;13;0.823529411764706;0.880952380952381;0.783333333333333
"randomForest: target ~ cp2+ca0+thal1+thal2";49;33;16;4;0.803921568627451;0.673469387755102;0.924528301886792
"randomForest: target ~ cp2+ca0+thal1+thal2";41;35;7;19;0.745098039215686;0.833333333333333;0.683333333333333
"randomForest: target ~ cp2+ca0+thal1+thal2";48;37;4;13;0.833333333333333;0.902439024390244;0.786885245901639
"randomForest: target ~ cp2+ca0+thal1+thal2";48;37;10;7;0.833333333333333;0.787234042553192;0.872727272727273
"randomForest: target ~ cp2+ca0+thal1+thal2";50;37;4;11;0.852941176470588;0.902439024390244;0.819672131147541
"randomForest: target ~ cp2+ca0+thal1+thal2";43;36;17;6;0.774509803921569;0.679245283018868;0.877551020408163
"randomForest: target ~ cp2+ca0+thal1+thal2";42;43;5;12;0.833333333333333;0.895833333333333;0.777777777777778
"randomForest: target ~ cp2+ca0+thal1+thal2";40;40;5;17;0.784313725490196;0.888888888888889;0.701754385964912
"randomForest: target ~ cp2+ca0+thal1+thal2";45;33;16;8;0.764705882352941;0.673469387755102;0.849056603773585
"randomForest: target ~ cp2+ca0+thal1+thal2";39;45;5;13;0.823529411764706;0.9;0.75
"randomForest: target ~ cp2+ca0+thal1+thal2";45;32;4;21;0.754901960784314;0.888888888888889;0.681818181818182
"randomForest: target ~ cp2+ca0+thal1+thal2";42;40;6;14;0.803921568627451;0.869565217391304;0.75
"randomForest: target ~ cp2+ca0+thal1+thal2";40;39;15;8;0.774509803921569;0.722222222222222;0.833333333333333
"randomForest: target ~ cp2+ca0+thal1+thal2";48;38;4;12;0.843137254901961;0.904761904761905;0.8
"randomForest: target ~ cp2+ca0+thal1+thal2";50;33;7;12;0.813725490196078;0.825;0.806451612903226
"randomForest: target ~ cp2+ca0+thal1+thal2";50;34;5;13;0.823529411764706;0.871794871794872;0.793650793650794
"randomForest: target ~ cp2+ca0+thal1+thal2";40;41;10;11;0.794117647058823;0.803921568627451;0.784313725490196
"randomForest: target ~ cp2+ca0+thal1+thal2";41;41;5;15;0.803921568627451;0.891304347826087;0.732142857142857
"randomForest: target ~ cp2+ca0+thal1+thal2";44;44;3;11;0.862745098039216;0.936170212765957;0.8
"randomForest: target ~ cp2+ca0+thal1+thal2";50;35;6;11;0.833333333333333;0.853658536585366;0.819672131147541
"randomForest: target ~ cp2+ca0+thal1+thal2";41;39;8;14;0.784313725490196;0.829787234042553;0.745454545454545
"randomForest: target ~ cp2+ca0+thal1+thal2";42;42;7;11;0.823529411764706;0.857142857142857;0.792452830188679
"randomForest: target ~ cp2+ca0+thal1+thal2";35;49;6;12;0.823529411764706;0.890909090909091;0.74468085106383
"randomForest: target ~ cp2+ca0+thal1+thal2";47;39;2;14;0.843137254901961;0.951219512195122;0.770491803278688
"randomForest: target ~ cp2+ca0+thal1+thal2";45;39;1;17;0.823529411764706;0.975;0.725806451612903
"randomForest: target ~ cp2+ca0+thal1+thal2";39;46;3;14;0.833333333333333;0.938775510204082;0.735849056603774
"randomForest: target ~ cp2+ca0+thal1+thal2";41;41;6;14;0.803921568627451;0.872340425531915;0.745454545454545
"randomForest: target ~ cp2+ca0+thal1+thal2";43;44;5;10;0.852941176470588;0.897959183673469;0.811320754716981
"randomForest: target ~ cp2+ca0+thal1+thal2";47;36;8;11;0.813725490196078;0.818181818181818;0.810344827586207
"randomForest: target ~ cp2+ca0+thal1+thal2";40;37;11;14;0.754901960784314;0.770833333333333;0.740740740740741
"randomForest: target ~ cp2+ca0+thal1+thal2";48;33;7;14;0.794117647058823;0.825;0.774193548387097
"randomForest: target ~ cp2+ca0+thal1+thal2";42;35;8;17;0.754901960784314;0.813953488372093;0.711864406779661
"randomForest: target ~ cp2+ca0+thal1+thal2";42;30;20;10;0.705882352941177;0.6;0.807692307692308
"randomForest: target ~ cp2+ca0+thal1+thal2";46;37;6;13;0.813725490196078;0.86046511627907;0.779661016949153
"randomForest: target ~ cp2+ca0+thal1+thal2";40;29;5;28;0.676470588235294;0.852941176470588;0.588235294117647
"randomForest: target ~ cp2+ca0+thal1+thal2";48;41;5;8;0.872549019607843;0.891304347826087;0.857142857142857
"randomForest: target ~ cp2+ca0+thal1+thal2";38;46;5;13;0.823529411764706;0.901960784313726;0.745098039215686
"randomForest: target ~ cp2+ca0+thal1+thal2";34;47;9;12;0.794117647058823;0.839285714285714;0.739130434782609
"randomForest: target ~ cp2+ca0+thal1+thal2";42;39;6;15;0.794117647058823;0.866666666666667;0.736842105263158
"randomForest: target ~ cp2+ca0+thal1+thal2";47;30;18;7;0.754901960784314;0.625;0.87037037037037
"randomForest: target ~ cp2+ca0+thal1+thal2";37;45;7;13;0.803921568627451;0.865384615384615;0.74
"randomForest: target ~ cp2+ca0+thal1+thal2";44;43;3;12;0.852941176470588;0.934782608695652;0.785714285714286
"randomForest: target ~ cp2+ca0+thal1+thal2";43;40;4;15;0.813725490196078;0.909090909090909;0.741379310344828
"randomForest: target ~ cp2+ca0+thal1+thal2";41;42;7;12;0.813725490196078;0.857142857142857;0.773584905660377
"randomForest: target ~ cp2+ca0+thal1+thal2";43;43;5;11;0.843137254901961;0.895833333333333;0.796296296296296
"randomForest: target ~ cp2+ca0+thal1+thal2";46;37;6;13;0.813725490196078;0.86046511627907;0.779661016949153
"randomForest: target ~ cp2+ca0+thal1+thal2";44;33;11;14;0.754901960784314;0.75;0.758620689655172
"randomForest: target ~ cp2+ca0+thal1+thal2";39;37;22;4;0.745098039215686;0.627118644067797;0.906976744186046
"randomForest: target ~ cp2+ca0+thal1+thal2";43;41;4;14;0.823529411764706;0.911111111111111;0.754385964912281
"randomForest: target ~ cp2+ca0+thal1+thal2";42;42;4;14;0.823529411764706;0.91304347826087;0.75
"randomForest: target ~ cp2+ca0+thal1+thal2";46;37;7;12;0.813725490196078;0.840909090909091;0.793103448275862
"randomForest: target ~ cp2+ca0+thal1+thal2";46;36;7;13;0.803921568627451;0.837209302325581;0.779661016949153
"randomForest: target ~ cp2+ca0+thal1+thal2";40;42;11;9;0.803921568627451;0.792452830188679;0.816326530612245
"randomForest: target ~ cp2+ca0+thal1+thal2";46;39;6;11;0.833333333333333;0.866666666666667;0.807017543859649
"randomForest: target ~ cp2+ca0+thal1+thal2";40;44;7;11;0.823529411764706;0.862745098039216;0.784313725490196
"randomForest: target ~ cp2+ca0+thal1+thal2";50;36;3;13;0.843137254901961;0.923076923076923;0.793650793650794
"randomForest: target ~ cp2+ca0+thal1+thal2";44;30;20;8;0.725490196078431;0.6;0.846153846153846
"randomForest: target ~ cp2+ca0+thal1+thal2";48;37;6;11;0.833333333333333;0.86046511627907;0.813559322033898
"randomForest: target ~ cp2+ca0+thal1+thal2";47;40;7;8;0.852941176470588;0.851063829787234;0.854545454545454
"randomForest: target ~ cp2+ca0+thal1+thal2";46;36;12;8;0.803921568627451;0.75;0.851851851851852
"randomForest: target ~ cp2+ca0+thal1+thal2";46;37;6;13;0.813725490196078;0.86046511627907;0.779661016949153
"randomForest: target ~ cp2+ca0+thal1+thal2";37;42;8;15;0.774509803921569;0.84;0.711538461538462
"randomForest: target ~ cp2+ca0+thal1+thal2";47;42;4;9;0.872549019607843;0.91304347826087;0.839285714285714
"randomForest: target ~ cp2+ca0+thal1+thal2";42;34;8;18;0.745098039215686;0.80952380952381;0.7
"randomForest: target ~ cp2+ca0+thal1+thal2";50;25;19;8;0.735294117647059;0.568181818181818;0.862068965517241
"randomForest: target ~ cp2+ca0+thal1+thal2";36;42;15;9;0.764705882352941;0.736842105263158;0.8
"randomForest: target ~ cp2+ca0+thal1+thal2";50;35;3;14;0.833333333333333;0.921052631578947;0.78125
"randomForest: target ~ cp2+ca0+thal1+thal2";36;45;4;17;0.794117647058823;0.918367346938776;0.679245283018868
"randomForest: target ~ cp2+ca0+thal1+thal2";47;43;2;10;0.882352941176471;0.955555555555556;0.824561403508772
"randomForest: target ~ cp2+ca0+thal1+thal2";49;41;4;8;0.882352941176471;0.911111111111111;0.859649122807018
"randomForest: target ~ cp2+ca0+thal1+thal2";44;45;5;8;0.872549019607843;0.9;0.846153846153846
"randomForest: target ~ cp2+ca0+thal1+thal2";42;40;6;14;0.803921568627451;0.869565217391304;0.75
"randomForest: target ~ cp2+ca0+thal1+thal2";43;42;5;12;0.833333333333333;0.893617021276596;0.781818181818182
"randomForest: target ~ cp2+ca0+thal1+thal2";43;44;5;10;0.852941176470588;0.897959183673469;0.811320754716981
"randomForest: target ~ cp2+ca0+thal1+thal2";35;40;7;20;0.735294117647059;0.851063829787234;0.636363636363636
"randomForest: target ~ cp2+ca0+thal1+thal2";41;41;7;13;0.803921568627451;0.854166666666667;0.759259259259259
"randomForest: target ~ cp2+ca0+thal1+thal2";42;43;5;12;0.833333333333333;0.895833333333333;0.777777777777778
"randomForest: target ~ cp2+ca0+thal1+thal2";39;43;8;12;0.803921568627451;0.843137254901961;0.764705882352941
"randomForest: target ~ cp2+ca0+thal1+thal2";40;42;4;16;0.803921568627451;0.91304347826087;0.714285714285714
"randomForest: target ~ cp2+ca0+thal1+thal2";41;42;3;16;0.813725490196078;0.933333333333333;0.719298245614035
"randomForest: target ~ cp2+ca0+thal1+thal2";41;44;7;10;0.833333333333333;0.862745098039216;0.803921568627451
"randomForest: target ~ cp2+ca0+thal1+thal2";43;42;7;10;0.833333333333333;0.857142857142857;0.811320754716981
