"Formula";"TP";"TN";"FP";"FN";"Accuracy";"Sensitivity";"Specificity"
"7613";"target ~ age+restecg0+ca4+thal3";41;33;9;19;0.725490196078431;0.785714285714286;0.683333333333333
"7614";"target ~ age+restecg0+thal0+thal1";23;31;11;37;0.529411764705882;0.738095238095238;0.383333333333333
"7615";"target ~ age+restecg0+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7616";"target ~ age+restecg0+thal0+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7617";"target ~ age+restecg0+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7618";"target ~ age+restecg0+thal1+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"7619";"target ~ age+restecg0+thal2+thal3";40;34;8;20;0.725490196078431;0.80952380952381;0.666666666666667
"7620";"target ~ age+restecg1+restecg2+exang0";44;26;16;16;0.686274509803922;0.619047619047619;0.733333333333333
"7621";"target ~ age+restecg1+restecg2+exang1";47;21;21;13;0.666666666666667;0.5;0.783333333333333
"7622";"target ~ age+restecg1+restecg2+slope0";37;22;20;23;0.57843137254902;0.523809523809524;0.616666666666667
"7623";"target ~ age+restecg1+restecg2+slope1";38;29;13;22;0.656862745098039;0.69047619047619;0.633333333333333
"7624";"target ~ age+restecg1+restecg2+slope2";37;30;12;23;0.656862745098039;0.714285714285714;0.616666666666667
"7625";"target ~ age+restecg1+restecg2+ca0";42;29;13;18;0.696078431372549;0.69047619047619;0.7
"7626";"target ~ age+restecg1+restecg2+ca1";34;28;14;26;0.607843137254902;0.666666666666667;0.566666666666667
"7627";"target ~ age+restecg1+restecg2+ca2";35;26;16;25;0.598039215686274;0.619047619047619;0.583333333333333
"7628";"target ~ age+restecg1+restecg2+ca3";46;15;27;14;0.598039215686274;0.357142857142857;0.766666666666667
"7629";"target ~ age+restecg1+restecg2+ca4";32;27;15;28;0.57843137254902;0.642857142857143;0.533333333333333
"7630";"target ~ age+restecg1+restecg2+thal0";38;23;19;22;0.598039215686274;0.547619047619048;0.633333333333333
"7631";"target ~ age+restecg1+restecg2+thal1";25;30;12;35;0.53921568627451;0.714285714285714;0.416666666666667
"7632";"target ~ age+restecg1+restecg2+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7633";"target ~ age+restecg1+restecg2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7634";"target ~ age+restecg1+exang0+exang1";46;22;20;14;0.666666666666667;0.523809523809524;0.766666666666667
"7635";"target ~ age+restecg1+exang0+slope0";60;0;42;0;0.588235294117647;0;1
"7636";"target ~ age+restecg1+exang0+slope1";45;26;16;15;0.696078431372549;0.619047619047619;0.75
"7637";"target ~ age+restecg1+exang0+slope2";43;29;13;17;0.705882352941177;0.69047619047619;0.716666666666667
"7638";"target ~ age+restecg1+exang0+ca0";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7639";"target ~ age+restecg1+exang0+ca1";33;35;7;27;0.666666666666667;0.833333333333333;0.55
"7640";"target ~ age+restecg1+exang0+ca2";49;25;17;11;0.725490196078431;0.595238095238095;0.816666666666667
"7641";"target ~ age+restecg1+exang0+ca3";50;20;22;10;0.686274509803922;0.476190476190476;0.833333333333333
"7642";"target ~ age+restecg1+exang0+ca4";38;30;12;22;0.666666666666667;0.714285714285714;0.633333333333333
"7643";"target ~ age+restecg1+exang0+thal0";46;22;20;14;0.666666666666667;0.523809523809524;0.766666666666667
"7644";"target ~ age+restecg1+exang0+thal1";60;0;42;0;0.588235294117647;0;1
"7645";"target ~ age+restecg1+exang0+thal2";47;29;13;13;0.745098039215686;0.69047619047619;0.783333333333333
"7646";"target ~ age+restecg1+exang0+thal3";60;0;42;0;0.588235294117647;0;1
"7647";"target ~ age+restecg1+exang1+slope0";39;30;12;21;0.676470588235294;0.714285714285714;0.65
"7648";"target ~ age+restecg1+exang1+slope1";44;26;16;16;0.686274509803922;0.619047619047619;0.733333333333333
"7649";"target ~ age+restecg1+exang1+slope2";42;30;12;18;0.705882352941177;0.714285714285714;0.7
"7650";"target ~ age+restecg1+exang1+ca0";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7651";"target ~ age+restecg1+exang1+ca1";43;26;16;17;0.676470588235294;0.619047619047619;0.716666666666667
"7652";"target ~ age+restecg1+exang1+ca2";60;0;42;0;0.588235294117647;0;1
"7653";"target ~ age+restecg1+exang1+ca3";50;21;21;10;0.696078431372549;0.5;0.833333333333333
"7654";"target ~ age+restecg1+exang1+ca4";47;20;22;13;0.656862745098039;0.476190476190476;0.783333333333333
"7655";"target ~ age+restecg1+exang1+thal0";43;27;15;17;0.686274509803922;0.642857142857143;0.716666666666667
"7656";"target ~ age+restecg1+exang1+thal1";47;21;21;13;0.666666666666667;0.5;0.783333333333333
"7657";"target ~ age+restecg1+exang1+thal2";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"7658";"target ~ age+restecg1+exang1+thal3";49;27;15;11;0.745098039215686;0.642857142857143;0.816666666666667
"7659";"target ~ age+restecg1+slope0+slope1";39;21;21;21;0.588235294117647;0.5;0.65
"7660";"target ~ age+restecg1+slope0+slope2";60;0;42;0;0.588235294117647;0;1
"7661";"target ~ age+restecg1+slope0+ca0";60;0;42;0;0.588235294117647;0;1
"7662";"target ~ age+restecg1+slope0+ca1";35;27;15;25;0.607843137254902;0.642857142857143;0.583333333333333
"7663";"target ~ age+restecg1+slope0+ca2";38;24;18;22;0.607843137254902;0.571428571428571;0.633333333333333
"7664";"target ~ age+restecg1+slope0+ca3";33;24;18;27;0.558823529411765;0.571428571428571;0.55
"7665";"target ~ age+restecg1+slope0+ca4";30;29;13;30;0.57843137254902;0.69047619047619;0.5
"7666";"target ~ age+restecg1+slope0+thal0";35;25;17;25;0.588235294117647;0.595238095238095;0.583333333333333
"7667";"target ~ age+restecg1+slope0+thal1";60;0;42;0;0.588235294117647;0;1
"7668";"target ~ age+restecg1+slope0+thal2";38;34;8;22;0.705882352941177;0.80952380952381;0.633333333333333
"7669";"target ~ age+restecg1+slope0+thal3";40;32;10;20;0.705882352941177;0.761904761904762;0.666666666666667
"7670";"target ~ age+restecg1+slope1+slope2";38;29;13;22;0.656862745098039;0.69047619047619;0.633333333333333
"7671";"target ~ age+restecg1+slope1+ca0";51;27;15;9;0.764705882352941;0.642857142857143;0.85
"7672";"target ~ age+restecg1+slope1+ca1";60;0;42;0;0.588235294117647;0;1
"7673";"target ~ age+restecg1+slope1+ca2";42;31;11;18;0.715686274509804;0.738095238095238;0.7
"7674";"target ~ age+restecg1+slope1+ca3";42;24;18;18;0.647058823529412;0.571428571428571;0.7
"7675";"target ~ age+restecg1+slope1+ca4";41;26;16;19;0.656862745098039;0.619047619047619;0.683333333333333
"7676";"target ~ age+restecg1+slope1+thal0";38;30;12;22;0.666666666666667;0.714285714285714;0.633333333333333
"7677";"target ~ age+restecg1+slope1+thal1";32;30;12;28;0.607843137254902;0.714285714285714;0.533333333333333
"7678";"target ~ age+restecg1+slope1+thal2";41;32;10;19;0.715686274509804;0.761904761904762;0.683333333333333
"7679";"target ~ age+restecg1+slope1+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"7680";"target ~ age+restecg1+slope2+ca0";41;32;10;19;0.715686274509804;0.761904761904762;0.683333333333333
"7681";"target ~ age+restecg1+slope2+ca1";39;28;14;21;0.656862745098039;0.666666666666667;0.65
"7682";"target ~ age+restecg1+slope2+ca2";39;34;8;21;0.715686274509804;0.80952380952381;0.65
"7683";"target ~ age+restecg1+slope2+ca3";40;32;10;20;0.705882352941177;0.761904761904762;0.666666666666667
"7684";"target ~ age+restecg1+slope2+ca4";39;30;12;21;0.676470588235294;0.714285714285714;0.65
"7685";"target ~ age+restecg1+slope2+thal0";39;29;13;21;0.666666666666667;0.69047619047619;0.65
"7686";"target ~ age+restecg1+slope2+thal1";60;0;42;0;0.588235294117647;0;1
"7687";"target ~ age+restecg1+slope2+thal2";41;35;7;19;0.745098039215686;0.833333333333333;0.683333333333333
"7688";"target ~ age+restecg1+slope2+thal3";60;0;42;0;0.588235294117647;0;1
"7689";"target ~ age+restecg1+ca0+ca1";60;0;42;0;0.588235294117647;0;1
"7690";"target ~ age+restecg1+ca0+ca2";32;33;9;28;0.637254901960784;0.785714285714286;0.533333333333333
"7691";"target ~ age+restecg1+ca0+ca3";35;33;9;25;0.666666666666667;0.785714285714286;0.583333333333333
"7692";"target ~ age+restecg1+ca0+ca4";38;30;12;22;0.666666666666667;0.714285714285714;0.633333333333333
"7693";"target ~ age+restecg1+ca0+thal0";32;32;10;28;0.627450980392157;0.761904761904762;0.533333333333333
"7694";"target ~ age+restecg1+ca0+thal1";48;28;14;12;0.745098039215686;0.666666666666667;0.8
"7695";"target ~ age+restecg1+ca0+thal2";41;37;5;19;0.764705882352941;0.880952380952381;0.683333333333333
"7696";"target ~ age+restecg1+ca0+thal3";39;37;5;21;0.745098039215686;0.880952380952381;0.65
"7697";"target ~ age+restecg1+ca1+ca2";43;29;13;17;0.705882352941177;0.69047619047619;0.716666666666667
"7698";"target ~ age+restecg1+ca1+ca3";44;22;20;16;0.647058823529412;0.523809523809524;0.733333333333333
"7699";"target ~ age+restecg1+ca1+ca4";34;28;14;26;0.607843137254902;0.666666666666667;0.566666666666667
"7700";"target ~ age+restecg1+ca1+thal0";38;26;16;22;0.627450980392157;0.619047619047619;0.633333333333333
"7701";"target ~ age+restecg1+ca1+thal1";34;28;14;26;0.607843137254902;0.666666666666667;0.566666666666667
"7702";"target ~ age+restecg1+ca1+thal2";49;25;17;11;0.725490196078431;0.595238095238095;0.816666666666667
"7703";"target ~ age+restecg1+ca1+thal3";60;0;42;0;0.588235294117647;0;1
"7704";"target ~ age+restecg1+ca2+ca3";48;17;25;12;0.637254901960784;0.404761904761905;0.8
"7705";"target ~ age+restecg1+ca2+ca4";36;24;18;24;0.588235294117647;0.571428571428571;0.6
"7706";"target ~ age+restecg1+ca2+thal0";39;27;15;21;0.647058823529412;0.642857142857143;0.65
"7707";"target ~ age+restecg1+ca2+thal1";38;28;14;22;0.647058823529412;0.666666666666667;0.633333333333333
"7708";"target ~ age+restecg1+ca2+thal2";39;36;6;21;0.735294117647059;0.857142857142857;0.65
"7709";"target ~ age+restecg1+ca2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7710";"target ~ age+restecg1+ca3+ca4";35;24;18;25;0.57843137254902;0.571428571428571;0.583333333333333
"7711";"target ~ age+restecg1+ca3+thal0";34;25;17;26;0.57843137254902;0.595238095238095;0.566666666666667
"7712";"target ~ age+restecg1+ca3+thal1";60;0;42;0;0.588235294117647;0;1
"7713";"target ~ age+restecg1+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"7714";"target ~ age+restecg1+ca3+thal3";40;33;9;20;0.715686274509804;0.785714285714286;0.666666666666667
"7715";"target ~ age+restecg1+ca4+thal0";25;30;12;35;0.53921568627451;0.714285714285714;0.416666666666667
"7716";"target ~ age+restecg1+ca4+thal1";23;31;11;37;0.529411764705882;0.738095238095238;0.383333333333333
"7717";"target ~ age+restecg1+ca4+thal2";60;0;42;0;0.588235294117647;0;1
"7718";"target ~ age+restecg1+ca4+thal3";32;36;6;28;0.666666666666667;0.857142857142857;0.533333333333333
"7719";"target ~ age+restecg1+thal0+thal1";31;27;15;29;0.568627450980392;0.642857142857143;0.516666666666667
"7720";"target ~ age+restecg1+thal0+thal2";42;33;9;18;0.735294117647059;0.785714285714286;0.7
"7721";"target ~ age+restecg1+thal0+thal3";60;0;42;0;0.588235294117647;0;1
"7722";"target ~ age+restecg1+thal1+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"7723";"target ~ age+restecg1+thal1+thal3";60;0;42;0;0.588235294117647;0;1
"7724";"target ~ age+restecg1+thal2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7725";"target ~ age+restecg2+exang0+exang1";47;21;21;13;0.666666666666667;0.5;0.783333333333333
"7726";"target ~ age+restecg2+exang0+slope0";46;21;21;14;0.656862745098039;0.5;0.766666666666667
"7727";"target ~ age+restecg2+exang0+slope1";44;25;17;16;0.676470588235294;0.595238095238095;0.733333333333333
"7728";"target ~ age+restecg2+exang0+slope2";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7729";"target ~ age+restecg2+exang0+ca0";43;34;8;17;0.754901960784314;0.80952380952381;0.716666666666667
"7730";"target ~ age+restecg2+exang0+ca1";37;24;18;23;0.598039215686274;0.571428571428571;0.616666666666667
"7731";"target ~ age+restecg2+exang0+ca2";48;25;17;12;0.715686274509804;0.595238095238095;0.8
"7732";"target ~ age+restecg2+exang0+ca3";47;21;21;13;0.666666666666667;0.5;0.783333333333333
"7733";"target ~ age+restecg2+exang0+ca4";60;0;42;0;0.588235294117647;0;1
"7734";"target ~ age+restecg2+exang0+thal0";60;0;42;0;0.588235294117647;0;1
"7735";"target ~ age+restecg2+exang0+thal1";49;20;22;11;0.676470588235294;0.476190476190476;0.816666666666667
"7736";"target ~ age+restecg2+exang0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7737";"target ~ age+restecg2+exang0+thal3";45;32;10;15;0.754901960784314;0.761904761904762;0.75
"7738";"target ~ age+restecg2+exang1+slope0";46;21;21;14;0.656862745098039;0.5;0.766666666666667
"7739";"target ~ age+restecg2+exang1+slope1";60;0;42;0;0.588235294117647;0;1
"7740";"target ~ age+restecg2+exang1+slope2";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7741";"target ~ age+restecg2+exang1+ca0";60;0;42;0;0.588235294117647;0;1
"7742";"target ~ age+restecg2+exang1+ca1";49;26;16;11;0.735294117647059;0.619047619047619;0.816666666666667
"7743";"target ~ age+restecg2+exang1+ca2";49;24;18;11;0.715686274509804;0.571428571428571;0.816666666666667
"7744";"target ~ age+restecg2+exang1+ca3";50;21;21;10;0.696078431372549;0.5;0.833333333333333
"7745";"target ~ age+restecg2+exang1+ca4";49;18;24;11;0.656862745098039;0.428571428571429;0.816666666666667
"7746";"target ~ age+restecg2+exang1+thal0";47;21;21;13;0.666666666666667;0.5;0.783333333333333
"7747";"target ~ age+restecg2+exang1+thal1";52;19;23;8;0.696078431372549;0.452380952380952;0.866666666666667
"7748";"target ~ age+restecg2+exang1+thal2";43;35;7;17;0.764705882352941;0.833333333333333;0.716666666666667
"7749";"target ~ age+restecg2+exang1+thal3";45;32;10;15;0.754901960784314;0.761904761904762;0.75
"7750";"target ~ age+restecg2+slope0+slope1";41;29;13;19;0.686274509803922;0.69047619047619;0.683333333333333
"7751";"target ~ age+restecg2+slope0+slope2";46;19;23;14;0.637254901960784;0.452380952380952;0.766666666666667
"7752";"target ~ age+restecg2+slope0+ca0";44;30;12;16;0.725490196078431;0.714285714285714;0.733333333333333
"7753";"target ~ age+restecg2+slope0+ca1";36;27;15;24;0.617647058823529;0.642857142857143;0.6
"7754";"target ~ age+restecg2+slope0+ca2";43;24;18;17;0.656862745098039;0.571428571428571;0.716666666666667
"7755";"target ~ age+restecg2+slope0+ca3";42;20;22;18;0.607843137254902;0.476190476190476;0.7
"7756";"target ~ age+restecg2+slope0+ca4";36;25;17;24;0.598039215686274;0.595238095238095;0.6
"7757";"target ~ age+restecg2+slope0+thal0";30;29;13;30;0.57843137254902;0.69047619047619;0.5
"7758";"target ~ age+restecg2+slope0+thal1";28;30;12;32;0.568627450980392;0.714285714285714;0.466666666666667
"7759";"target ~ age+restecg2+slope0+thal2";40;32;10;20;0.705882352941177;0.761904761904762;0.666666666666667
"7760";"target ~ age+restecg2+slope0+thal3";60;0;42;0;0.588235294117647;0;1
"7761";"target ~ age+restecg2+slope1+slope2";41;29;13;19;0.686274509803922;0.69047619047619;0.683333333333333
"7762";"target ~ age+restecg2+slope1+ca0";54;19;23;6;0.715686274509804;0.452380952380952;0.9
"7763";"target ~ age+restecg2+slope1+ca1";60;0;42;0;0.588235294117647;0;1
"7764";"target ~ age+restecg2+slope1+ca2";44;30;12;16;0.725490196078431;0.714285714285714;0.733333333333333
"7765";"target ~ age+restecg2+slope1+ca3";42;27;15;18;0.676470588235294;0.642857142857143;0.7
"7766";"target ~ age+restecg2+slope1+ca4";44;23;19;16;0.656862745098039;0.547619047619048;0.733333333333333
"7767";"target ~ age+restecg2+slope1+thal0";46;19;23;14;0.637254901960784;0.452380952380952;0.766666666666667
"7768";"target ~ age+restecg2+slope1+thal1";44;19;23;16;0.617647058823529;0.452380952380952;0.733333333333333
"7769";"target ~ age+restecg2+slope1+thal2";37;37;5;23;0.725490196078431;0.880952380952381;0.616666666666667
"7770";"target ~ age+restecg2+slope1+thal3";41;33;9;19;0.725490196078431;0.785714285714286;0.683333333333333
"7771";"target ~ age+restecg2+slope2+ca0";49;24;18;11;0.715686274509804;0.571428571428571;0.816666666666667
"7772";"target ~ age+restecg2+slope2+ca1";45;23;19;15;0.666666666666667;0.547619047619048;0.75
"7773";"target ~ age+restecg2+slope2+ca2";43;30;12;17;0.715686274509804;0.714285714285714;0.716666666666667
"7774";"target ~ age+restecg2+slope2+ca3";60;0;42;0;0.588235294117647;0;1
"7775";"target ~ age+restecg2+slope2+ca4";45;25;17;15;0.686274509803922;0.595238095238095;0.75
"7776";"target ~ age+restecg2+slope2+thal0";42;30;12;18;0.705882352941177;0.714285714285714;0.7
"7777";"target ~ age+restecg2+slope2+thal1";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"7778";"target ~ age+restecg2+slope2+thal2";38;35;7;22;0.715686274509804;0.833333333333333;0.633333333333333
"7779";"target ~ age+restecg2+slope2+thal3";60;0;42;0;0.588235294117647;0;1
"7780";"target ~ age+restecg2+ca0+ca1";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7781";"target ~ age+restecg2+ca0+ca2";60;0;42;0;0.588235294117647;0;1
"7782";"target ~ age+restecg2+ca0+ca3";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"7783";"target ~ age+restecg2+ca0+ca4";47;29;13;13;0.745098039215686;0.69047619047619;0.783333333333333
"7784";"target ~ age+restecg2+ca0+thal0";44;29;13;16;0.715686274509804;0.69047619047619;0.733333333333333
"7785";"target ~ age+restecg2+ca0+thal1";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"7786";"target ~ age+restecg2+ca0+thal2";38;37;5;22;0.735294117647059;0.880952380952381;0.633333333333333
"7787";"target ~ age+restecg2+ca0+thal3";60;0;42;0;0.588235294117647;0;1
"7788";"target ~ age+restecg2+ca1+ca2";39;27;15;21;0.647058823529412;0.642857142857143;0.65
"7789";"target ~ age+restecg2+ca1+ca3";60;0;42;0;0.588235294117647;0;1
"7790";"target ~ age+restecg2+ca1+ca4";34;29;13;26;0.617647058823529;0.69047619047619;0.566666666666667
"7791";"target ~ age+restecg2+ca1+thal0";34;29;13;26;0.617647058823529;0.69047619047619;0.566666666666667
"7792";"target ~ age+restecg2+ca1+thal1";32;30;12;28;0.607843137254902;0.714285714285714;0.533333333333333
"7793";"target ~ age+restecg2+ca1+thal2";39;29;13;21;0.666666666666667;0.69047619047619;0.65
"7794";"target ~ age+restecg2+ca1+thal3";34;35;7;26;0.676470588235294;0.833333333333333;0.566666666666667
"7795";"target ~ age+restecg2+ca2+ca3";54;12;30;6;0.647058823529412;0.285714285714286;0.9
"7796";"target ~ age+restecg2+ca2+ca4";35;26;16;25;0.598039215686274;0.619047619047619;0.583333333333333
"7797";"target ~ age+restecg2+ca2+thal0";43;24;18;17;0.656862745098039;0.571428571428571;0.716666666666667
"7798";"target ~ age+restecg2+ca2+thal1";32;28;14;28;0.588235294117647;0.666666666666667;0.533333333333333
"7799";"target ~ age+restecg2+ca2+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"7800";"target ~ age+restecg2+ca2+thal3";60;0;42;0;0.588235294117647;0;1
"7801";"target ~ age+restecg2+ca3+ca4";60;0;42;0;0.588235294117647;0;1
"7802";"target ~ age+restecg2+ca3+thal0";43;16;26;17;0.57843137254902;0.380952380952381;0.716666666666667
"7803";"target ~ age+restecg2+ca3+thal1";60;0;42;0;0.588235294117647;0;1
"7804";"target ~ age+restecg2+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"7805";"target ~ age+restecg2+ca3+thal3";43;29;13;17;0.705882352941177;0.69047619047619;0.716666666666667
"7806";"target ~ age+restecg2+ca4+thal0";35;29;13;25;0.627450980392157;0.69047619047619;0.583333333333333
"7807";"target ~ age+restecg2+ca4+thal1";31;30;12;29;0.598039215686274;0.714285714285714;0.516666666666667
"7808";"target ~ age+restecg2+ca4+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"7809";"target ~ age+restecg2+ca4+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"7810";"target ~ age+restecg2+thal0+thal1";30;30;12;30;0.588235294117647;0.714285714285714;0.5
"7811";"target ~ age+restecg2+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7812";"target ~ age+restecg2+thal0+thal3";46;28;14;14;0.725490196078431;0.666666666666667;0.766666666666667
"7813";"target ~ age+restecg2+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"7814";"target ~ age+restecg2+thal1+thal3";40;32;10;20;0.705882352941177;0.761904761904762;0.666666666666667
"7815";"target ~ age+restecg2+thal2+thal3";41;32;10;19;0.715686274509804;0.761904761904762;0.683333333333333
"7816";"target ~ age+exang0+exang1+slope0";48;26;16;12;0.725490196078431;0.619047619047619;0.8
"7817";"target ~ age+exang0+exang1+slope1";44;25;17;16;0.676470588235294;0.595238095238095;0.733333333333333
"7818";"target ~ age+exang0+exang1+slope2";60;0;42;0;0.588235294117647;0;1
"7819";"target ~ age+exang0+exang1+ca0";60;0;42;0;0.588235294117647;0;1
"7820";"target ~ age+exang0+exang1+ca1";49;27;15;11;0.745098039215686;0.642857142857143;0.816666666666667
"7821";"target ~ age+exang0+exang1+ca2";49;25;17;11;0.725490196078431;0.595238095238095;0.816666666666667
"7822";"target ~ age+exang0+exang1+ca3";50;21;21;10;0.696078431372549;0.5;0.833333333333333
"7823";"target ~ age+exang0+exang1+ca4";49;19;23;11;0.666666666666667;0.452380952380952;0.816666666666667
"7824";"target ~ age+exang0+exang1+thal0";50;19;23;10;0.676470588235294;0.452380952380952;0.833333333333333
"7825";"target ~ age+exang0+exang1+thal1";47;20;22;13;0.656862745098039;0.476190476190476;0.783333333333333
"7826";"target ~ age+exang0+exang1+thal2";43;34;8;17;0.754901960784314;0.80952380952381;0.716666666666667
"7827";"target ~ age+exang0+exang1+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"7828";"target ~ age+exang0+slope0+slope1";47;26;16;13;0.715686274509804;0.619047619047619;0.783333333333333
"7829";"target ~ age+exang0+slope0+slope2";47;27;15;13;0.725490196078431;0.642857142857143;0.783333333333333
"7830";"target ~ age+exang0+slope0+ca0";60;0;42;0;0.588235294117647;0;1
"7831";"target ~ age+exang0+slope0+ca1";60;0;42;0;0.588235294117647;0;1
"7832";"target ~ age+exang0+slope0+ca2";48;25;17;12;0.715686274509804;0.595238095238095;0.8
"7833";"target ~ age+exang0+slope0+ca3";50;21;21;10;0.696078431372549;0.5;0.833333333333333
"7834";"target ~ age+exang0+slope0+ca4";60;0;42;0;0.588235294117647;0;1
"7835";"target ~ age+exang0+slope0+thal0";52;19;23;8;0.696078431372549;0.452380952380952;0.866666666666667
"7836";"target ~ age+exang0+slope0+thal1";30;35;7;30;0.637254901960784;0.833333333333333;0.5
"7837";"target ~ age+exang0+slope0+thal2";43;34;8;17;0.754901960784314;0.80952380952381;0.716666666666667
"7838";"target ~ age+exang0+slope0+thal3";45;30;12;15;0.735294117647059;0.714285714285714;0.75
"7839";"target ~ age+exang0+slope1+slope2";47;26;16;13;0.715686274509804;0.619047619047619;0.783333333333333
"7840";"target ~ age+exang0+slope1+ca0";50;25;17;10;0.735294117647059;0.595238095238095;0.833333333333333
"7841";"target ~ age+exang0+slope1+ca1";42;27;15;18;0.676470588235294;0.642857142857143;0.7
"7842";"target ~ age+exang0+slope1+ca2";60;0;42;0;0.588235294117647;0;1
"7843";"target ~ age+exang0+slope1+ca3";46;25;17;14;0.696078431372549;0.595238095238095;0.766666666666667
"7844";"target ~ age+exang0+slope1+ca4";60;0;42;0;0.588235294117647;0;1
"7845";"target ~ age+exang0+slope1+thal0";43;28;14;17;0.696078431372549;0.666666666666667;0.716666666666667
"7846";"target ~ age+exang0+slope1+thal1";45;27;15;15;0.705882352941177;0.642857142857143;0.75
"7847";"target ~ age+exang0+slope1+thal2";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"7848";"target ~ age+exang0+slope1+thal3";50;28;14;10;0.764705882352941;0.666666666666667;0.833333333333333
"7849";"target ~ age+exang0+slope2+ca0";49;29;13;11;0.764705882352941;0.69047619047619;0.816666666666667
"7850";"target ~ age+exang0+slope2+ca1";41;29;13;19;0.686274509803922;0.69047619047619;0.683333333333333
"7851";"target ~ age+exang0+slope2+ca2";49;26;16;11;0.735294117647059;0.619047619047619;0.816666666666667
"7852";"target ~ age+exang0+slope2+ca3";40;29;13;20;0.676470588235294;0.69047619047619;0.666666666666667
"7853";"target ~ age+exang0+slope2+ca4";60;0;42;0;0.588235294117647;0;1
"7854";"target ~ age+exang0+slope2+thal0";60;0;42;0;0.588235294117647;0;1
"7855";"target ~ age+exang0+slope2+thal1";60;0;42;0;0.588235294117647;0;1
"7856";"target ~ age+exang0+slope2+thal2";47;31;11;13;0.764705882352941;0.738095238095238;0.783333333333333
"7857";"target ~ age+exang0+slope2+thal3";39;37;5;21;0.745098039215686;0.880952380952381;0.65
"7858";"target ~ age+exang0+ca0+ca1";45;27;15;15;0.705882352941177;0.642857142857143;0.75
"7859";"target ~ age+exang0+ca0+ca2";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"7860";"target ~ age+exang0+ca0+ca3";43;34;8;17;0.754901960784314;0.80952380952381;0.716666666666667
"7861";"target ~ age+exang0+ca0+ca4";43;35;7;17;0.764705882352941;0.833333333333333;0.716666666666667
"7862";"target ~ age+exang0+ca0+thal0";42;35;7;18;0.754901960784314;0.833333333333333;0.7
"7863";"target ~ age+exang0+ca0+thal1";42;35;7;18;0.754901960784314;0.833333333333333;0.7
"7864";"target ~ age+exang0+ca0+thal2";52;30;12;8;0.803921568627451;0.714285714285714;0.866666666666667
"7865";"target ~ age+exang0+ca0+thal3";48;32;10;12;0.784313725490196;0.761904761904762;0.8
"7866";"target ~ age+exang0+ca1+ca2";46;32;10;14;0.764705882352941;0.761904761904762;0.766666666666667
"7867";"target ~ age+exang0+ca1+ca3";49;24;18;11;0.715686274509804;0.571428571428571;0.816666666666667
"7868";"target ~ age+exang0+ca1+ca4";31;36;6;29;0.656862745098039;0.857142857142857;0.516666666666667
"7869";"target ~ age+exang0+ca1+thal0";49;26;16;11;0.735294117647059;0.619047619047619;0.816666666666667
"7870";"target ~ age+exang0+ca1+thal1";44;27;15;16;0.696078431372549;0.642857142857143;0.733333333333333
"7871";"target ~ age+exang0+ca1+thal2";42;34;8;18;0.745098039215686;0.80952380952381;0.7
"7872";"target ~ age+exang0+ca1+thal3";48;28;14;12;0.745098039215686;0.666666666666667;0.8
"7873";"target ~ age+exang0+ca2+ca3";60;0;42;0;0.588235294117647;0;1
"7874";"target ~ age+exang0+ca2+ca4";49;24;18;11;0.715686274509804;0.571428571428571;0.816666666666667
"7875";"target ~ age+exang0+ca2+thal0";49;24;18;11;0.715686274509804;0.571428571428571;0.816666666666667
"7876";"target ~ age+exang0+ca2+thal1";48;25;17;12;0.715686274509804;0.595238095238095;0.8
