"Formula";"TP";"TN";"FP";"FN";"Accuracy";"Sensitivity";"Specificity"
"4340";"target ~ slope0+ca2+ca3";55;14;28;5;0.676470588235294;0.333333333333333;0.916666666666667
"4341";"target ~ slope0+ca2+ca4";57;10;32;3;0.656862745098039;0.238095238095238;0.95
"4342";"target ~ slope0+ca2+thal0";57;12;30;3;0.676470588235294;0.285714285714286;0.95
"4343";"target ~ slope0+ca2+thal1";50;18;24;10;0.666666666666667;0.428571428571429;0.833333333333333
"4344";"target ~ slope0+ca2+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4345";"target ~ slope0+ca2+thal3";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"4346";"target ~ slope0+ca3+ca4";58;2;40;2;0.588235294117647;0.0476190476190476;0.966666666666667
"4347";"target ~ slope0+ca3+thal0";58;2;40;2;0.588235294117647;0.0476190476190476;0.966666666666667
"4348";"target ~ slope0+ca3+thal1";51;9;33;9;0.588235294117647;0.214285714285714;0.85
"4349";"target ~ slope0+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4350";"target ~ slope0+ca3+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"4351";"target ~ slope0+ca4+thal0";60;0;42;0;0.588235294117647;0;1
"4352";"target ~ slope0+ca4+thal1";57;2;40;3;0.57843137254902;0.0476190476190476;0.95
"4353";"target ~ slope0+ca4+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4354";"target ~ slope0+ca4+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4355";"target ~ slope0+thal0+thal1";57;3;39;3;0.588235294117647;0.0714285714285714;0.95
"4356";"target ~ slope0+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4357";"target ~ slope0+thal0+thal3";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"4358";"target ~ slope0+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4359";"target ~ slope0+thal1+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4360";"target ~ slope0+thal2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4361";"target ~ slope1+slope2+ca0";53;23;19;7;0.745098039215686;0.547619047619048;0.883333333333333
"4362";"target ~ slope1+slope2+ca1";38;33;9;22;0.696078431372549;0.785714285714286;0.633333333333333
"4363";"target ~ slope1+slope2+ca2";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4364";"target ~ slope1+slope2+ca3";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4365";"target ~ slope1+slope2+ca4";43;25;17;17;0.666666666666667;0.595238095238095;0.716666666666667
"4366";"target ~ slope1+slope2+thal0";38;33;9;22;0.696078431372549;0.785714285714286;0.633333333333333
"4367";"target ~ slope1+slope2+thal1";37;34;8;23;0.696078431372549;0.80952380952381;0.616666666666667
"4368";"target ~ slope1+slope2+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4369";"target ~ slope1+slope2+thal3";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"4370";"target ~ slope1+ca0+ca1";50;27;15;10;0.754901960784314;0.642857142857143;0.833333333333333
"4371";"target ~ slope1+ca0+ca2";52;26;16;8;0.764705882352941;0.619047619047619;0.866666666666667
"4372";"target ~ slope1+ca0+ca3";53;20;22;7;0.715686274509804;0.476190476190476;0.883333333333333
"4373";"target ~ slope1+ca0+ca4";55;18;24;5;0.715686274509804;0.428571428571429;0.916666666666667
"4374";"target ~ slope1+ca0+thal0";54;19;23;6;0.715686274509804;0.452380952380952;0.9
"4375";"target ~ slope1+ca0+thal1";54;20;22;6;0.725490196078431;0.476190476190476;0.9
"4376";"target ~ slope1+ca0+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4377";"target ~ slope1+ca0+thal3";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"4378";"target ~ slope1+ca1+ca2";40;33;9;20;0.715686274509804;0.785714285714286;0.666666666666667
"4379";"target ~ slope1+ca1+ca3";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4380";"target ~ slope1+ca1+ca4";43;25;17;17;0.666666666666667;0.595238095238095;0.716666666666667
"4381";"target ~ slope1+ca1+thal0";42;26;16;18;0.666666666666667;0.619047619047619;0.7
"4382";"target ~ slope1+ca1+thal1";41;28;14;19;0.676470588235294;0.666666666666667;0.683333333333333
"4383";"target ~ slope1+ca1+thal2";41;34;8;19;0.735294117647059;0.80952380952381;0.683333333333333
"4384";"target ~ slope1+ca1+thal3";44;32;10;16;0.745098039215686;0.761904761904762;0.733333333333333
"4385";"target ~ slope1+ca2+ca3";39;34;8;21;0.715686274509804;0.80952380952381;0.65
"4386";"target ~ slope1+ca2+ca4";41;32;10;19;0.715686274509804;0.761904761904762;0.683333333333333
"4387";"target ~ slope1+ca2+thal0";40;33;9;20;0.715686274509804;0.785714285714286;0.666666666666667
"4388";"target ~ slope1+ca2+thal1";39;34;8;21;0.715686274509804;0.80952380952381;0.65
"4389";"target ~ slope1+ca2+thal2";42;33;9;18;0.735294117647059;0.785714285714286;0.7
"4390";"target ~ slope1+ca2+thal3";45;30;12;15;0.735294117647059;0.714285714285714;0.75
"4391";"target ~ slope1+ca3+ca4";42;26;16;18;0.666666666666667;0.619047619047619;0.7
"4392";"target ~ slope1+ca3+thal0";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4393";"target ~ slope1+ca3+thal1";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4394";"target ~ slope1+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4395";"target ~ slope1+ca3+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"4396";"target ~ slope1+ca4+thal0";43;25;17;17;0.666666666666667;0.595238095238095;0.716666666666667
"4397";"target ~ slope1+ca4+thal1";42;27;15;18;0.676470588235294;0.642857142857143;0.7
"4398";"target ~ slope1+ca4+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4399";"target ~ slope1+ca4+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4400";"target ~ slope1+thal0+thal1";41;28;14;19;0.676470588235294;0.666666666666667;0.683333333333333
"4401";"target ~ slope1+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4402";"target ~ slope1+thal0+thal3";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"4403";"target ~ slope1+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4404";"target ~ slope1+thal1+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4405";"target ~ slope1+thal2+thal3";44;30;12;16;0.725490196078431;0.714285714285714;0.733333333333333
"4406";"target ~ slope2+ca0+ca1";53;23;19;7;0.745098039215686;0.547619047619048;0.883333333333333
"4407";"target ~ slope2+ca0+ca2";51;28;14;9;0.774509803921569;0.666666666666667;0.85
"4408";"target ~ slope2+ca0+ca3";52;23;19;8;0.735294117647059;0.547619047619048;0.866666666666667
"4409";"target ~ slope2+ca0+ca4";54;22;20;6;0.745098039215686;0.523809523809524;0.9
"4410";"target ~ slope2+ca0+thal0";53;23;19;7;0.745098039215686;0.547619047619048;0.883333333333333
"4411";"target ~ slope2+ca0+thal1";53;24;18;7;0.754901960784314;0.571428571428571;0.883333333333333
"4412";"target ~ slope2+ca0+thal2";45;36;6;15;0.794117647058823;0.857142857142857;0.75
"4413";"target ~ slope2+ca0+thal3";47;34;8;13;0.794117647058823;0.80952380952381;0.783333333333333
"4414";"target ~ slope2+ca1+ca2";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4415";"target ~ slope2+ca1+ca3";37;33;9;23;0.686274509803922;0.785714285714286;0.616666666666667
"4416";"target ~ slope2+ca1+ca4";39;32;10;21;0.696078431372549;0.761904761904762;0.65
"4417";"target ~ slope2+ca1+thal0";38;33;9;22;0.696078431372549;0.785714285714286;0.633333333333333
"4418";"target ~ slope2+ca1+thal1";37;34;8;23;0.696078431372549;0.80952380952381;0.616666666666667
"4419";"target ~ slope2+ca1+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4420";"target ~ slope2+ca1+thal3";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"4421";"target ~ slope2+ca2+ca3";35;38;4;25;0.715686274509804;0.904761904761905;0.583333333333333
"4422";"target ~ slope2+ca2+ca4";37;37;5;23;0.725490196078431;0.880952380952381;0.616666666666667
"4423";"target ~ slope2+ca2+thal0";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4424";"target ~ slope2+ca2+thal1";35;38;4;25;0.715686274509804;0.904761904761905;0.583333333333333
"4425";"target ~ slope2+ca2+thal2";42;34;8;18;0.745098039215686;0.80952380952381;0.7
"4426";"target ~ slope2+ca2+thal3";45;31;11;15;0.745098039215686;0.738095238095238;0.75
"4427";"target ~ slope2+ca3+ca4";38;32;10;22;0.686274509803922;0.761904761904762;0.633333333333333
"4428";"target ~ slope2+ca3+thal0";37;33;9;23;0.686274509803922;0.785714285714286;0.616666666666667
"4429";"target ~ slope2+ca3+thal1";36;34;8;24;0.686274509803922;0.80952380952381;0.6
"4430";"target ~ slope2+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4431";"target ~ slope2+ca3+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"4432";"target ~ slope2+ca4+thal0";39;32;10;21;0.696078431372549;0.761904761904762;0.65
"4433";"target ~ slope2+ca4+thal1";38;33;9;22;0.696078431372549;0.785714285714286;0.633333333333333
"4434";"target ~ slope2+ca4+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4435";"target ~ slope2+ca4+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4436";"target ~ slope2+thal0+thal1";37;34;8;23;0.696078431372549;0.80952380952381;0.616666666666667
"4437";"target ~ slope2+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4438";"target ~ slope2+thal0+thal3";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"4439";"target ~ slope2+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4440";"target ~ slope2+thal1+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4441";"target ~ slope2+thal2+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4442";"target ~ ca0+ca1+ca2";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4443";"target ~ ca0+ca1+ca3";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4444";"target ~ ca0+ca1+ca4";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4445";"target ~ ca0+ca1+thal0";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4446";"target ~ ca0+ca1+thal1";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4447";"target ~ ca0+ca1+thal2";38;35;7;22;0.715686274509804;0.833333333333333;0.633333333333333
"4448";"target ~ ca0+ca1+thal3";41;33;9;19;0.725490196078431;0.785714285714286;0.683333333333333
"4449";"target ~ ca0+ca2+ca3";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4450";"target ~ ca0+ca2+ca4";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4451";"target ~ ca0+ca2+thal0";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4452";"target ~ ca0+ca2+thal1";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4453";"target ~ ca0+ca2+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4454";"target ~ ca0+ca2+thal3";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4455";"target ~ ca0+ca3+ca4";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4456";"target ~ ca0+ca3+thal0";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4457";"target ~ ca0+ca3+thal1";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4458";"target ~ ca0+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4459";"target ~ ca0+ca3+thal3";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4460";"target ~ ca0+ca4+thal0";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4461";"target ~ ca0+ca4+thal1";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4462";"target ~ ca0+ca4+thal2";35;38;4;25;0.715686274509804;0.904761904761905;0.583333333333333
"4463";"target ~ ca0+ca4+thal3";38;37;5;22;0.735294117647059;0.880952380952381;0.633333333333333
"4464";"target ~ ca0+thal0+thal1";46;30;12;14;0.745098039215686;0.714285714285714;0.766666666666667
"4465";"target ~ ca0+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4466";"target ~ ca0+thal0+thal3";36;38;4;24;0.725490196078431;0.904761904761905;0.6
"4467";"target ~ ca0+thal1+thal2";46;31;11;14;0.754901960784314;0.738095238095238;0.766666666666667
"4468";"target ~ ca0+thal1+thal3";46;31;11;14;0.754901960784314;0.738095238095238;0.766666666666667
"4469";"target ~ ca0+thal2+thal3";46;31;11;14;0.754901960784314;0.738095238095238;0.766666666666667
"4470";"target ~ ca1+ca2+ca3";48;29;13;12;0.754901960784314;0.69047619047619;0.8
"4471";"target ~ ca1+ca2+ca4";50;27;15;10;0.754901960784314;0.642857142857143;0.833333333333333
"4472";"target ~ ca1+ca2+thal0";50;27;15;10;0.754901960784314;0.642857142857143;0.833333333333333
"4473";"target ~ ca1+ca2+thal1";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4474";"target ~ ca1+ca2+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4475";"target ~ ca1+ca2+thal3";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"4476";"target ~ ca1+ca3+ca4";51;17;25;9;0.666666666666667;0.404761904761905;0.85
"4477";"target ~ ca1+ca3+thal0";51;17;25;9;0.666666666666667;0.404761904761905;0.85
"4478";"target ~ ca1+ca3+thal1";48;19;23;12;0.656862745098039;0.452380952380952;0.8
"4479";"target ~ ca1+ca3+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4480";"target ~ ca1+ca3+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"4481";"target ~ ca1+ca4+thal0";53;15;27;7;0.666666666666667;0.357142857142857;0.883333333333333
"4482";"target ~ ca1+ca4+thal1";50;17;25;10;0.656862745098039;0.404761904761905;0.833333333333333
"4483";"target ~ ca1+ca4+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4484";"target ~ ca1+ca4+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4485";"target ~ ca1+thal0+thal1";50;17;25;10;0.656862745098039;0.404761904761905;0.833333333333333
"4486";"target ~ ca1+thal0+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4487";"target ~ ca1+thal0+thal3";46;29;13;14;0.735294117647059;0.69047619047619;0.766666666666667
"4488";"target ~ ca1+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4489";"target ~ ca1+thal1+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4490";"target ~ ca1+thal2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4491";"target ~ ca2+ca3+ca4";55;14;28;5;0.676470588235294;0.333333333333333;0.916666666666667
"4492";"target ~ ca2+ca3+thal0";55;14;28;5;0.676470588235294;0.333333333333333;0.916666666666667
"4493";"target ~ ca2+ca3+thal1";52;16;26;8;0.666666666666667;0.380952380952381;0.866666666666667
"4494";"target ~ ca2+ca3+thal2";39;35;7;21;0.725490196078431;0.833333333333333;0.65
"4495";"target ~ ca2+ca3+thal3";42;33;9;18;0.735294117647059;0.785714285714286;0.7
"4496";"target ~ ca2+ca4+thal0";57;12;30;3;0.676470588235294;0.285714285714286;0.95
"4497";"target ~ ca2+ca4+thal1";54;14;28;6;0.666666666666667;0.333333333333333;0.9
"4498";"target ~ ca2+ca4+thal2";41;34;8;19;0.735294117647059;0.80952380952381;0.683333333333333
"4499";"target ~ ca2+ca4+thal3";44;32;10;16;0.745098039215686;0.761904761904762;0.733333333333333
"4500";"target ~ ca2+thal0+thal1";54;14;28;6;0.666666666666667;0.333333333333333;0.9
"4501";"target ~ ca2+thal0+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4502";"target ~ ca2+thal0+thal3";43;33;9;17;0.745098039215686;0.785714285714286;0.716666666666667
"4503";"target ~ ca2+thal1+thal2";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4504";"target ~ ca2+thal1+thal3";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4505";"target ~ ca2+thal2+thal3";40;35;7;20;0.735294117647059;0.833333333333333;0.666666666666667
"4506";"target ~ ca3+ca4+thal0";58;2;40;2;0.588235294117647;0.0476190476190476;0.966666666666667
"4507";"target ~ ca3+ca4+thal1";55;5;37;5;0.588235294117647;0.119047619047619;0.916666666666667
"4508";"target ~ ca3+ca4+thal2";43;31;11;17;0.725490196078431;0.738095238095238;0.716666666666667
"4509";"target ~ ca3+ca4+thal3";46;28;14;14;0.725490196078431;0.666666666666667;0.766666666666667
"4510";"target ~ ca3+thal0+thal1";55;5;37;5;0.588235294117647;0.119047619047619;0.916666666666667
"4511";"target ~ ca3+thal0+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4512";"target ~ ca3+thal0+thal3";45;29;13;15;0.725490196078431;0.69047619047619;0.75
"4513";"target ~ ca3+thal1+thal2";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4514";"target ~ ca3+thal1+thal3";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4515";"target ~ ca3+thal2+thal3";42;32;10;18;0.725490196078431;0.761904761904762;0.7
"4516";"target ~ ca4+thal0+thal1";57;3;39;3;0.588235294117647;0.0714285714285714;0.95
"4517";"target ~ ca4+thal0+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4518";"target ~ ca4+thal0+thal3";47;28;14;13;0.735294117647059;0.666666666666667;0.783333333333333
"4519";"target ~ ca4+thal1+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4520";"target ~ ca4+thal1+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4521";"target ~ ca4+thal2+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4522";"target ~ thal0+thal1+thal2";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4523";"target ~ thal0+thal1+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4524";"target ~ thal0+thal2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4525";"target ~ thal1+thal2+thal3";43;32;10;17;0.735294117647059;0.761904761904762;0.716666666666667
"4526";"target ~ age+trestbps+chol+thalach";39;27;15;21;0.647058823529412;0.642857142857143;0.65
"4527";"target ~ age+trestbps+chol+oldpeak";41;25;17;19;0.647058823529412;0.595238095238095;0.683333333333333
"4528";"target ~ age+trestbps+chol+sex0";34;28;14;26;0.607843137254902;0.666666666666667;0.566666666666667
"4529";"target ~ age+trestbps+chol+sex1";34;28;14;26;0.607843137254902;0.666666666666667;0.566666666666667
"4530";"target ~ age+trestbps+chol+cp0";42;36;6;18;0.764705882352941;0.857142857142857;0.7
"4531";"target ~ age+trestbps+chol+cp1";37;26;16;23;0.617647058823529;0.619047619047619;0.616666666666667
"4532";"target ~ age+trestbps+chol+cp2";35;30;12;25;0.637254901960784;0.714285714285714;0.583333333333333
"4533";"target ~ age+trestbps+chol+cp3";36;28;14;24;0.627450980392157;0.666666666666667;0.6
"4534";"target ~ age+trestbps+chol+fbs0";31;27;15;29;0.568627450980392;0.642857142857143;0.516666666666667
"4535";"target ~ age+trestbps+chol+fbs1";31;27;15;29;0.568627450980392;0.642857142857143;0.516666666666667
"4536";"target ~ age+trestbps+chol+restecg0";33;22;20;27;0.53921568627451;0.523809523809524;0.55
"4537";"target ~ age+trestbps+chol+restecg1";34;24;18;26;0.568627450980392;0.571428571428571;0.566666666666667
"4538";"target ~ age+trestbps+chol+restecg2";29;27;15;31;0.549019607843137;0.642857142857143;0.483333333333333
"4539";"target ~ age+trestbps+chol+exang0";45;20;22;15;0.637254901960784;0.476190476190476;0.75
"4540";"target ~ age+trestbps+chol+exang1";45;20;22;15;0.637254901960784;0.476190476190476;0.75
"4541";"target ~ age+trestbps+chol+slope0";31;26;16;29;0.558823529411765;0.619047619047619;0.516666666666667
"4542";"target ~ age+trestbps+chol+slope1";48;24;18;12;0.705882352941177;0.571428571428571;0.8
"4543";"target ~ age+trestbps+chol+slope2";46;28;14;14;0.725490196078431;0.666666666666667;0.766666666666667
"4544";"target ~ age+trestbps+chol+ca0";41;32;10;19;0.715686274509804;0.761904761904762;0.683333333333333
"4545";"target ~ age+trestbps+chol+ca1";36;29;13;24;0.637254901960784;0.69047619047619;0.6
"4546";"target ~ age+trestbps+chol+ca2";37;24;18;23;0.598039215686274;0.571428571428571;0.616666666666667
"4547";"target ~ age+trestbps+chol+ca3";27;28;14;33;0.53921568627451;0.666666666666667;0.45
"4548";"target ~ age+trestbps+chol+ca4";33;27;15;27;0.588235294117647;0.642857142857143;0.55
"4549";"target ~ age+trestbps+chol+thal0";29;27;15;31;0.549019607843137;0.642857142857143;0.483333333333333
"4550";"target ~ age+trestbps+chol+thal1";28;27;15;32;0.53921568627451;0.642857142857143;0.466666666666667
"4551";"target ~ age+trestbps+chol+thal2";40;33;9;20;0.715686274509804;0.785714285714286;0.666666666666667
"4552";"target ~ age+trestbps+chol+thal3";43;30;12;17;0.715686274509804;0.714285714285714;0.716666666666667
"4553";"target ~ age+trestbps+thalach+oldpeak";46;27;15;14;0.715686274509804;0.642857142857143;0.766666666666667
"4554";"target ~ age+trestbps+thalach+sex0";36;34;8;24;0.686274509803922;0.80952380952381;0.6
"4555";"target ~ age+trestbps+thalach+sex1";36;34;8;24;0.686274509803922;0.80952380952381;0.6
"4556";"target ~ age+trestbps+thalach+cp0";42;31;11;18;0.715686274509804;0.738095238095238;0.7
"4557";"target ~ age+trestbps+thalach+cp1";43;29;13;17;0.705882352941177;0.69047619047619;0.716666666666667
"4558";"target ~ age+trestbps+thalach+cp2";41;30;12;19;0.696078431372549;0.714285714285714;0.683333333333333
"4559";"target ~ age+trestbps+thalach+cp3";42;26;16;18;0.666666666666667;0.619047619047619;0.7
"4560";"target ~ age+trestbps+thalach+fbs0";39;29;13;21;0.666666666666667;0.69047619047619;0.65
"4561";"target ~ age+trestbps+thalach+fbs1";39;29;13;21;0.666666666666667;0.69047619047619;0.65
"4562";"target ~ age+trestbps+thalach+restecg0";38;26;16;22;0.627450980392157;0.619047619047619;0.633333333333333
"4563";"target ~ age+trestbps+thalach+restecg1";38;25;17;22;0.617647058823529;0.595238095238095;0.633333333333333
"4564";"target ~ age+trestbps+thalach+restecg2";40;28;14;20;0.666666666666667;0.666666666666667;0.666666666666667
"4565";"target ~ age+trestbps+thalach+exang0";48;24;18;12;0.705882352941177;0.571428571428571;0.8
"4566";"target ~ age+trestbps+thalach+exang1";48;24;18;12;0.705882352941177;0.571428571428571;0.8
"4567";"target ~ age+trestbps+thalach+slope0";38;28;14;22;0.647058823529412;0.666666666666667;0.633333333333333
"4568";"target ~ age+trestbps+thalach+slope1";45;25;17;15;0.686274509803922;0.595238095238095;0.75
"4569";"target ~ age+trestbps+thalach+slope2";43;31;11;17;0.725490196078431;0.738095238095238;0.716666666666667
"4570";"target ~ age+trestbps+thalach+ca0";39;35;7;21;0.725490196078431;0.833333333333333;0.65
"4571";"target ~ age+trestbps+thalach+ca1";35;30;12;25;0.637254901960784;0.714285714285714;0.583333333333333
"4572";"target ~ age+trestbps+thalach+ca2";40;34;8;20;0.725490196078431;0.80952380952381;0.666666666666667
"4573";"target ~ age+trestbps+thalach+ca3";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4574";"target ~ age+trestbps+thalach+ca4";41;27;15;19;0.666666666666667;0.642857142857143;0.683333333333333
"4575";"target ~ age+trestbps+thalach+thal0";40;28;14;20;0.666666666666667;0.666666666666667;0.666666666666667
"4576";"target ~ age+trestbps+thalach+thal1";38;30;12;22;0.666666666666667;0.714285714285714;0.633333333333333
"4577";"target ~ age+trestbps+thalach+thal2";41;35;7;19;0.745098039215686;0.833333333333333;0.683333333333333
"4578";"target ~ age+trestbps+thalach+thal3";41;31;11;19;0.705882352941177;0.738095238095238;0.683333333333333
"4579";"target ~ age+trestbps+oldpeak+sex0";44;27;15;16;0.696078431372549;0.642857142857143;0.733333333333333
"4580";"target ~ age+trestbps+oldpeak+sex1";44;27;15;16;0.696078431372549;0.642857142857143;0.733333333333333
"4581";"target ~ age+trestbps+oldpeak+cp0";46;28;14;14;0.725490196078431;0.666666666666667;0.766666666666667
"4582";"target ~ age+trestbps+oldpeak+cp1";43;25;17;17;0.666666666666667;0.595238095238095;0.716666666666667
"4583";"target ~ age+trestbps+oldpeak+cp2";45;28;14;15;0.715686274509804;0.666666666666667;0.75
"4584";"target ~ age+trestbps+oldpeak+cp3";48;24;18;12;0.705882352941177;0.571428571428571;0.8
"4585";"target ~ age+trestbps+oldpeak+fbs0";41;24;18;19;0.637254901960784;0.571428571428571;0.683333333333333
"4586";"target ~ age+trestbps+oldpeak+fbs1";41;24;18;19;0.637254901960784;0.571428571428571;0.683333333333333
"4587";"target ~ age+trestbps+oldpeak+restecg0";44;22;20;16;0.647058823529412;0.523809523809524;0.733333333333333
"4588";"target ~ age+trestbps+oldpeak+restecg1";43;22;20;17;0.637254901960784;0.523809523809524;0.716666666666667
"4589";"target ~ age+trestbps+oldpeak+restecg2";41;24;18;19;0.637254901960784;0.571428571428571;0.683333333333333
"4590";"target ~ age+trestbps+oldpeak+exang0";46;26;16;14;0.705882352941177;0.619047619047619;0.766666666666667
"4591";"target ~ age+trestbps+oldpeak+exang1";46;26;16;14;0.705882352941177;0.619047619047619;0.766666666666667
"4592";"target ~ age+trestbps+oldpeak+slope0";42;23;19;18;0.637254901960784;0.547619047619048;0.7
"4593";"target ~ age+trestbps+oldpeak+slope1";44;26;16;16;0.686274509803922;0.619047619047619;0.733333333333333
"4594";"target ~ age+trestbps+oldpeak+slope2";44;27;15;16;0.696078431372549;0.642857142857143;0.733333333333333
"4595";"target ~ age+trestbps+oldpeak+ca0";42;34;8;18;0.745098039215686;0.80952380952381;0.7
"4596";"target ~ age+trestbps+oldpeak+ca1";38;28;14;22;0.647058823529412;0.666666666666667;0.633333333333333
"4597";"target ~ age+trestbps+oldpeak+ca2";44;29;13;16;0.715686274509804;0.69047619047619;0.733333333333333
"4598";"target ~ age+trestbps+oldpeak+ca3";43;24;18;17;0.656862745098039;0.571428571428571;0.716666666666667
"4599";"target ~ age+trestbps+oldpeak+ca4";41;24;18;19;0.637254901960784;0.571428571428571;0.683333333333333
"4600";"target ~ age+trestbps+oldpeak+thal0";41;24;18;19;0.637254901960784;0.571428571428571;0.683333333333333
"4601";"target ~ age+trestbps+oldpeak+thal1";41;25;17;19;0.647058823529412;0.595238095238095;0.683333333333333
"4602";"target ~ age+trestbps+oldpeak+thal2";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
"4603";"target ~ age+trestbps+oldpeak+thal3";44;31;11;16;0.735294117647059;0.738095238095238;0.733333333333333
